id,follow_id,follow_time
107,1402,2020-09-17 16:54:35
107,2653,2020-09-17 21:41:27
108,2817,2021-01-01 22:05:12
109,2818,2021-01-01 06:33:10
109,2819,2021-01-01 20:55:53
110,2820,2021-01-01 00:32:10
111,2821,2021-01-01 00:32:14
111,2822,2021-01-01 00:17:23
111,2823,2021-01-01 00:24:56
111,2824,2021-01-01 00:17:21
111,2825,2021-01-01 00:21:12
111,2826,2021-01-01 00:32:13
111,2827,2021-01-01 00:21:11
111,2754,2021-01-01 00:29:44
111,2828,2021-01-01 00:19:08
112,2782,2021-01-01 00:31:58
113,2829,2021-01-01 00:32:01
114,2830,2021-01-01 00:08:07
115,1672,2021-01-01 00:29:43
116,2831,2021-01-01 00:31:56
117,2206,2021-01-01 14:53:54
118,2832,2021-01-01 15:12:52
118,2833,2021-01-01 15:12:50
119,2834,2021-01-01 15:08:39
120,2835,2021-01-01 15:08:41
121,2067,2021-01-01 15:08:43
122,754,2021-01-01 07:09:41
123,2836,2021-01-01 05:46:40
123,2837,2021-01-01 05:46:41
123,2820,2021-01-01 06:06:15
123,2838,2021-01-01 06:05:50
123,2788,2021-01-01 12:56:39
123,2839,2021-01-01 12:57:05
123,2840,2021-01-01 12:57:09
123,2841,2021-01-01 10:26:37
123,2842,2021-01-01 10:25:47
123,2843,2021-02-21 23:30:14
123,2844,2021-02-21 23:30:38
123,1658,2021-02-21 18:00:23
123,2845,2021-02-21 17:53:12
123,2846,2021-02-21 01:45:08
123,2847,2021-02-21 07:15:11
123,174,2021-02-21 14:57:15
123,2848,2021-02-21 14:26:10
123,2849,2021-07-02 22:18:31
123,2850,2021-07-02 19:23:21
123,2851,2021-07-02 16:32:31
123,2852,2021-07-02 14:17:07
123,2853,2021-07-02 00:07:22
123,2854,2021-07-02 14:40:10
123,663,2021-07-02 10:35:20
123,2855,2021-07-02 03:52:06
123,1750,2021-05-24 22:37:41
123,2742,2021-05-24 22:37:03
123,273,2021-05-24 11:29:31
123,2856,2021-05-24 06:03:01
123,2857,2021-05-24 07:24:55
123,2858,2021-05-24 07:24:34
123,2859,2021-05-24 07:24:02
123,2644,2021-05-24 07:22:30
123,2372,2021-05-24 07:22:18
123,2860,2021-05-24 07:25:25
123,2861,2021-05-24 16:38:47
124,2862,2021-05-24 16:38:49
125,2863,2020-09-21 16:22:55
125,1604,2020-09-21 16:25:41
126,2790,2020-09-21 16:27:48
127,1040,2020-09-21 16:27:39
128,123,2020-09-21 16:23:09
129,2864,2020-09-21 16:25:08
130,2865,2020-09-21 16:23:20
131,2754,2020-09-21 16:26:36
132,273,2020-09-21 16:26:53
133,2866,2020-09-21 16:25:55
134,2867,2020-09-21 16:25:25
135,2752,2020-09-21 16:23:40
136,2868,2020-09-21 16:26:07
137,637,2020-09-21 16:27:29
138,78,2020-09-21 12:42:47
138,2869,2020-09-21 18:15:33
138,311,2020-09-21 20:15:33
139,2695,2020-09-21 21:13:56
140,81,2020-09-21 07:57:29
141,2763,2020-09-21 16:29:18
142,2869,2020-09-21 18:55:43
143,122,2020-09-21 18:55:47
144,2870,2020-09-21 23:33:35
145,2871,2020-09-21 23:32:58
146,2872,2020-09-21 23:33:21
147,45,2020-09-21 22:20:30
148,765,2020-09-21 10:11:41
149,2873,2020-09-21 21:33:32
150,2752,2020-09-21 21:37:28
151,75,2020-09-21 21:36:06
152,1360,2020-09-21 15:31:08
153,925,2020-09-21 15:31:07
153,2797,2020-09-21 15:31:10
153,2874,2020-09-21 15:31:11
153,2864,2021-03-05 01:14:16
153,2555,2021-03-05 10:59:56
153,2875,2021-03-05 22:47:51
153,726,2021-03-05 06:55:56
153,2876,2021-03-05 06:55:59
154,2877,2021-03-05 02:24:32
155,2878,2021-03-05 10:37:46
155,2777,2021-03-05 10:44:32
156,78,2021-03-05 09:57:09
157,2879,2021-03-05 08:11:52
158,2752,2021-03-05 08:10:11
159,314,2020-10-05 19:38:38
160,2751,2020-10-05 20:06:51
161,2880,2020-10-05 17:06:44
162,2881,2020-10-05 22:26:10
163,304,2020-10-05 20:33:46
164,2882,2020-10-05 20:33:45
165,2782,2020-10-05 20:07:16
165,2829,2020-10-05 08:41:44
166,2883,2020-10-05 08:15:55
167,2811,2020-10-05 08:15:24
168,153,2020-10-05 08:15:06
168,779,2020-10-05 08:15:08
169,947,2020-10-05 22:47:52
170,2884,2020-10-05 14:34:54
171,1915,2020-10-05 14:34:53
171,1633,2020-10-05 14:34:56
171,107,2020-10-05 13:12:08
171,2885,2020-10-05 08:15:35
171,2886,2020-10-05 17:19:43
171,2887,2020-10-05 17:19:39
171,2888,2020-10-05 17:42:08
171,2889,2020-10-05 08:11:10
171,238,2020-10-05 15:08:44
171,1399,2020-10-05 17:39:53
171,2890,2020-10-05 14:53:33
171,366,2020-10-05 10:25:39
171,2828,2020-10-05 10:25:19
172,555,2020-10-05 15:22:11
172,153,2020-10-05 15:21:48
172,174,2020-10-05 15:21:32
173,2782,2020-10-05 15:21:41
174,925,2020-10-05 15:20:07
174,2891,2020-10-05 22:21:41
174,2892,2020-10-05 14:55:42
174,2893,2020-10-05 08:36:57
174,2894,2021-05-13 10:42:25
174,2895,2021-05-13 00:53:03
174,2896,2021-05-13 21:11:23
175,2897,2021-05-13 00:08:04
176,122,2021-05-13 10:23:14
177,43,2021-05-13 10:22:53
178,2898,2021-05-13 00:54:35
178,2899,2021-05-13 00:57:44
178,2900,2021-05-13 13:09:30
179,2901,2021-05-13 16:47:30
180,2777,2021-05-13 09:42:11
181,87,2021-05-13 22:34:29
182,122,2021-05-13 12:15:09
183,726,2021-05-13 10:03:42
184,2902,2020-09-16 15:39:43
185,2903,2020-09-16 21:46:40
186,2752,2020-09-16 21:46:42
187,1399,2020-09-16 12:38:05
188,2904,2020-09-16 22:40:30
189,1604,2020-09-16 19:11:25
190,2905,2020-09-16 14:46:52
190,105,2020-09-16 11:08:42
191,2752,2020-09-16 15:10:01
192,2782,2020-09-16 21:37:12
193,174,2020-09-16 21:35:54
194,2906,2020-09-16 21:35:56
195,910,2020-09-16 21:35:55
195,1608,2020-09-16 21:19:42
195,84,2020-09-16 18:30:17
195,568,2020-09-16 21:10:30
195,2555,2020-09-16 21:08:56
195,2907,2020-09-16 21:08:53
195,2908,2020-09-16 21:08:49
196,2262,2020-09-16 21:08:57
197,2909,2020-09-16 07:35:12
198,2758,2020-09-16 16:03:07
199,2750,2020-09-16 07:15:23
200,2817,2020-09-16 16:46:10
201,910,2020-09-16 16:46:11
201,925,2020-09-16 16:46:13
201,43,2020-09-16 21:03:47
201,52,2020-09-16 07:14:56
201,2910,2020-09-16 20:04:25
202,1462,2020-09-16 20:04:24
203,2752,2020-09-16 20:04:28
204,2911,2020-09-16 20:04:27
204,2912,2020-09-16 20:04:26
205,2814,2020-09-16 16:04:06
206,213,2020-09-16 23:10:48
207,2913,2020-09-16 07:29:14
208,2914,2020-09-16 19:36:47
209,2915,2020-09-16 21:49:16
210,2824,2020-09-16 15:18:17
211,2916,2020-09-16 15:18:06
212,2905,2020-09-16 15:17:36
213,52,2020-09-16 15:17:02
214,2776,2020-09-16 15:16:31
215,2742,2020-09-16 15:15:59
216,2743,2020-09-16 15:15:34
217,2917,2020-09-16 19:02:29
218,174,2020-09-16 19:02:30
219,2918,2020-09-16 19:02:27
220,2762,2020-09-16 19:02:25
221,2919,2020-09-16 15:08:59
222,2782,2020-09-16 17:04:35
223,2827,2020-09-16 20:51:35
224,2920,2020-09-16 17:00:30
225,2648,2020-09-16 16:57:59
226,2921,2020-09-16 18:39:37
226,947,2020-09-16 14:34:51
227,2808,2020-09-16 14:34:55
228,2922,2020-09-16 14:34:54
229,2750,2020-09-16 06:46:53
230,81,2020-09-16 20:47:42
231,1633,2020-09-16 20:02:28
232,2923,2020-09-16 20:49:23
233,2924,2020-09-16 20:48:37
234,2744,2020-11-01 23:07:24
235,2912,2020-11-01 23:07:31
236,2820,2020-11-01 20:41:51
237,2199,2020-11-01 07:54:21
237,2925,2020-11-01 07:53:28
237,2926,2020-11-01 07:51:15
237,2927,2020-11-01 07:52:00
237,2928,2020-11-01 07:55:12
237,1608,2020-11-01 07:54:01
237,2929,2020-11-01 13:39:26
237,2930,2020-11-01 13:39:20
237,2931,2020-11-01 13:39:24
237,2800,2020-11-01 13:39:25
237,38,2020-11-01 13:39:22
237,2932,2020-11-01 14:12:20
237,2933,2020-11-01 14:12:18
237,2934,2020-11-01 09:24:58
237,2935,2020-11-01 11:05:40
237,2786,2020-11-01 11:06:05
237,2936,2020-11-01 11:05:29
237,2937,2020-11-01 11:06:01
237,551,2020-11-01 11:06:06
237,2938,2020-11-01 11:06:02
237,1943,2020-11-01 11:06:04
237,2939,2020-11-01 08:42:49
237,2940,2020-11-01 23:19:22
237,2941,2020-11-01 23:19:20
237,2942,2020-11-01 17:53:18
237,2943,2020-11-01 08:30:57
237,2944,2020-11-01 08:31:59
237,2945,2020-11-01 20:02:07
237,2946,2020-11-01 21:29:52
237,2947,2020-11-01 21:29:49
237,2948,2020-11-01 21:28:43
237,2770,2020-11-01 21:29:53
237,2797,2020-11-01 21:29:55
237,2874,2020-11-01 17:40:35
237,2949,2020-11-01 10:28:19
237,153,2020-11-01 10:27:46
237,2950,2020-11-01 17:26:25
237,2951,2020-11-01 17:26:27
237,2952,2020-11-01 12:28:55
237,2953,2020-11-01 23:59:57
237,2954,2020-11-01 11:53:19
237,2955,2020-11-01 11:55:58
237,2956,2020-11-01 11:54:27
237,2957,2021-03-17 07:40:45
237,2958,2021-03-17 07:38:16
237,2959,2021-03-17 07:48:33
237,2960,2021-03-17 22:23:51
237,2961,2021-03-17 22:26:22
237,2962,2021-03-17 00:44:07
237,2963,2021-03-17 00:44:05
237,2964,2021-03-17 09:22:58
237,2054,2021-03-17 16:53:09
237,2965,2021-03-17 11:46:13
237,2966,2021-03-17 22:48:57
237,2967,2021-03-17 00:45:00
237,2968,2021-03-17 00:44:57
237,2370,2021-03-17 00:44:56
237,2969,2021-03-17 14:52:15
237,2970,2021-03-17 20:01:53
237,2971,2021-03-17 13:00:02
237,2972,2021-03-17 13:00:03
237,2973,2021-03-17 13:00:04
237,2974,2021-03-17 23:00:47
237,2747,2021-03-17 07:56:27
237,2975,2021-03-17 23:12:15
237,1848,2021-03-17 23:13:20
237,2976,2021-03-17 07:36:49
237,1526,2021-03-17 20:19:29
237,1543,2021-03-17 14:42:32
237,2977,2021-03-17 14:43:18
237,2978,2021-03-17 12:37:12
237,2979,2021-03-17 12:36:30
238,1953,2021-03-17 12:35:11
238,107,2021-03-17 12:35:09
238,2784,2021-03-17 12:37:10
239,2980,2021-03-17 12:35:12
240,2854,2021-03-17 22:08:39
240,273,2021-03-09 18:02:10
241,107,2021-03-09 18:04:38
242,597,2021-03-09 23:00:35
243,2744,2021-03-09 09:00:42
244,2829,2021-03-09 17:38:35
245,153,2021-03-09 17:28:27
246,2981,2021-03-09 15:50:26
247,2982,2021-03-09 15:52:52
248,24,2021-08-13 13:15:11
248,2983,2021-08-13 21:30:10
248,2754,2021-08-13 08:34:50
249,311,2021-08-13 11:02:41
250,1252,2021-08-13 11:02:38
251,2744,2021-08-13 11:33:38
252,2782,2021-08-13 11:27:51
253,284,2021-08-13 11:15:31
254,2067,2021-08-13 11:15:42
255,1399,2021-08-13 13:03:24
256,46,2021-04-09 08:01:38
257,174,2021-04-09 18:46:13
258,1040,2021-04-09 16:07:44
259,597,2021-04-09 07:13:53
260,2984,2021-04-09 07:14:14
261,2564,2021-04-09 23:12:47
262,416,2021-04-09 08:34:11
263,52,2021-04-09 15:04:52
264,947,2021-04-09 07:56:55
265,2742,2021-04-09 12:12:12
266,2985,2021-04-09 13:54:07
267,238,2020-11-14 22:16:57
268,2986,2020-11-14 22:17:15
269,2648,2020-11-14 22:17:17
270,24,2020-11-14 17:12:37
271,2770,2020-11-14 17:12:36
272,555,2020-11-14 08:13:51
272,2987,2020-11-14 00:25:05
273,2988,2020-11-14 14:12:39
273,2989,2020-11-14 14:12:34
273,2797,2020-11-14 14:12:43
273,2916,2020-11-14 21:04:41
273,174,2020-11-14 20:58:28
273,2767,2020-11-14 10:27:00
273,2990,2020-11-14 10:23:46
273,754,2020-11-14 10:23:26
274,174,2020-11-14 10:23:30
275,2067,2020-11-14 10:23:42
276,1399,2020-11-14 07:11:52
277,2991,2020-11-14 07:13:38
278,947,2020-11-14 20:59:48
279,2757,2020-11-14 22:19:44
280,2914,2020-11-14 22:19:43
281,314,2020-11-14 14:26:10
282,1399,2020-11-14 08:30:07
283,2742,2020-11-14 16:10:42
284,2992,2020-11-14 07:59:41
284,2762,2020-11-14 07:56:53
284,1608,2020-11-14 07:59:12
284,2993,2020-11-14 08:00:42
284,97,2020-11-14 07:55:38
284,2994,2021-05-26 09:05:25
284,2995,2021-05-26 21:47:05
284,1118,2021-05-26 23:20:23
285,2989,2021-05-26 23:22:12
286,765,2021-05-26 05:34:33
287,1415,2021-05-26 13:25:12
288,2782,2021-05-26 14:35:28
289,2752,2021-05-26 10:58:51
290,2768,2021-05-26 13:43:25
291,2924,2021-05-26 18:10:49
292,597,2021-05-26 13:27:12
292,2996,2021-05-26 06:23:20
292,311,2021-05-26 06:25:10
293,2820,2021-05-26 13:14:12
294,2067,2021-05-26 19:30:13
295,1608,2021-05-26 23:12:15
295,2750,2020-10-23 15:04:37
296,78,2020-10-23 15:04:40
296,2901,2020-10-23 15:04:38
296,1471,2020-10-23 15:18:04
297,2648,2020-10-23 15:13:10
298,1355,2020-10-23 22:34:35
298,311,2020-10-23 22:34:34
299,2282,2020-10-23 23:45:21
300,2997,2020-10-23 22:39:24
301,2998,2020-10-23 22:39:26
302,2067,2020-10-23 22:39:22
303,2778,2020-10-23 22:39:27
304,28,2020-10-23 08:25:16
305,2999,2020-10-23 22:45:13
306,3000,2020-10-23 22:45:15
307,2744,2020-10-23 21:19:06
308,3001,2020-10-23 13:13:41
308,3002,2020-10-23 08:24:58
308,3003,2020-10-23 08:25:46
308,3004,2020-10-23 08:23:46
308,3005,2020-10-23 08:23:18
308,2916,2020-10-23 08:23:22
308,3006,2020-10-23 08:23:15
308,3007,2020-10-23 17:31:00
308,637,2020-10-23 11:11:05
308,273,2020-10-23 14:47:17
308,3008,2020-10-23 14:53:36
308,3009,2020-10-23 08:21:35
308,441,2021-01-25 20:08:30
309,2820,2021-01-25 08:07:35
310,2754,2021-01-25 22:12:04
311,3010,2021-01-25 17:02:55
311,3011,2021-01-25 13:43:08
311,3012,2021-01-25 13:41:48
311,2906,2021-01-25 13:42:38
311,3013,2021-01-25 13:41:05
311,3014,2021-01-25 13:41:07
311,3015,2021-01-25 13:42:33
311,2875,2021-01-25 13:41:04
311,171,2021-01-25 13:42:14
311,3016,2021-01-25 13:42:01
311,3017,2021-01-25 13:41:35
311,3018,2021-01-25 13:42:52
311,3019,2021-01-25 13:42:27
311,314,2021-01-25 13:42:12
311,3020,2021-01-25 13:42:59
311,3021,2021-01-25 13:41:08
311,3022,2021-01-25 13:42:46
311,3023,2021-01-25 13:42:21
311,3024,2021-01-25 13:41:54
311,441,2021-01-25 13:41:09
311,1185,2021-01-25 13:42:06
311,3025,2021-01-25 13:41:10
312,2762,2021-01-25 13:41:42
312,1928,2021-01-25 13:41:29
312,2745,2021-01-25 23:01:03
312,107,2021-01-25 10:33:13
312,143,2021-01-25 10:33:22
312,637,2021-01-25 12:01:49
312,2854,2021-01-25 12:17:21
312,304,2021-01-25 23:28:10
312,3026,2021-01-25 15:48:22
312,3027,2021-01-25 10:00:20
313,97,2021-01-25 10:01:18
314,910,2021-01-25 10:01:43
314,2794,2021-01-25 09:03:43
315,2282,2021-01-25 09:04:35
316,925,2021-01-25 07:00:50
317,2564,2021-01-25 07:05:35
317,238,2021-01-25 06:54:01
318,3028,2021-01-25 06:53:32
319,2854,2021-01-25 23:10:50
320,2882,2021-01-25 23:08:51
321,3029,2021-01-25 20:28:15
322,3002,2021-01-25 20:28:27
322,2789,2021-01-25 20:27:53
322,3004,2021-01-25 20:27:58
322,3030,2021-01-25 20:27:42
322,3005,2021-01-25 20:27:47
322,2790,2021-01-25 20:28:09
322,2797,2021-01-25 20:27:36
322,3031,2021-01-25 14:34:03
322,3032,2021-01-25 09:53:57
322,2824,2021-06-06 12:54:02
322,2040,2021-06-06 19:55:12
322,779,2021-06-06 22:10:11
322,3033,2021-06-06 15:24:20
322,3034,2021-06-06 06:28:18
322,441,2021-06-06 11:17:20
322,2861,2021-06-06 00:01:29
322,3035,2021-06-06 00:01:06
323,1040,2021-06-06 00:02:30
324,910,2021-06-06 00:00:57
325,3036,2021-06-06 00:01:38
326,3037,2021-06-06 00:01:53
327,81,2021-06-06 00:02:22
327,2262,2021-06-06 00:01:20
328,1633,2021-06-06 00:01:12
328,3038,2021-06-06 00:01:43
329,3039,2021-06-06 11:43:49
330,2820,2021-06-06 01:59:18
331,2752,2021-06-06 16:20:40
332,2780,2021-06-06 18:27:15
333,273,2021-01-26 14:22:13
334,2882,2021-01-26 11:53:04
335,441,2021-01-26 01:23:00
336,3040,2021-01-26 09:52:42
337,3041,2021-01-26 17:53:48
338,2751,2021-01-26 17:52:26
339,2768,2021-01-26 17:54:50
340,878,2021-01-26 14:26:18
341,3042,2021-01-26 23:33:50
342,3043,2021-01-26 22:49:55
343,273,2021-01-26 14:09:15
344,2819,2021-01-26 14:08:44
345,1252,2021-01-26 20:10:27
345,1915,2021-01-26 20:21:39
346,122,2021-01-26 20:19:04
347,3044,2021-01-26 23:12:47
348,555,2021-01-26 22:19:10
349,3045,2021-01-26 15:35:45
350,2924,2021-01-26 00:13:08
351,2772,2021-01-26 00:11:23
352,2884,2021-01-26 00:10:44
352,1415,2021-01-26 00:12:29
353,2905,2021-01-26 00:12:52
353,3046,2021-01-26 00:10:57
353,948,2021-01-26 00:11:09
353,1953,2021-01-26 00:11:40
353,2262,2021-01-26 00:12:12
353,3047,2021-01-26 00:11:59
353,2791,2021-01-26 21:04:15
353,1040,2021-01-26 23:26:32
353,1402,2021-01-26 18:07:37
353,3040,2021-01-26 23:07:55
353,765,2021-01-26 15:34:23
353,3048,2021-07-10 23:31:38
354,2818,2021-07-10 23:32:24
355,171,2021-07-10 23:33:23
356,78,2021-07-10 11:57:58
357,3049,2021-07-10 19:19:53
358,2782,2021-07-10 07:09:42
359,2744,2020-10-09 15:20:34
360,2919,2020-10-09 21:33:18
360,1358,2020-10-09 19:46:52
360,754,2020-10-09 18:21:35
361,2788,2020-10-09 21:04:23
362,3038,2020-10-09 21:03:53
363,52,2020-10-09 20:06:14
364,2916,2020-10-09 17:57:25
365,3050,2020-10-09 16:42:17
365,3051,2020-10-09 23:41:43
365,3049,2020-10-09 19:44:33
365,3052,2020-10-09 23:36:03
365,3053,2020-10-09 15:25:47
365,3054,2020-10-09 15:25:49
365,3035,2020-10-09 23:45:49
366,2820,2020-10-09 05:49:34
366,3055,2020-10-09 05:49:35
366,3056,2020-10-09 05:49:38
366,3057,2020-10-09 16:09:35
366,2805,2020-10-09 16:10:38
366,3058,2020-10-09 16:08:58
366,3059,2020-10-09 11:57:27
366,3060,2020-10-09 17:12:54
366,2016,2020-10-09 16:46:40
366,3061,2020-10-09 10:29:52
366,3062,2020-10-09 16:49:40
366,3063,2020-10-09 22:30:52
366,772,2020-10-09 18:48:11
366,3064,2020-10-09 07:17:55
366,3065,2020-10-09 21:13:24
366,3066,2020-10-09 16:49:11
367,1604,2020-10-09 12:03:40
367,2778,2020-10-09 19:24:22
367,3067,2020-10-09 13:52:04
367,2564,2020-10-09 13:45:12
367,2854,2020-10-09 16:02:16
368,75,2021-03-25 08:42:15
368,2770,2021-03-25 16:00:26
368,3059,2021-03-25 08:08:53
368,159,2021-03-25 08:46:50
368,3068,2021-03-25 08:46:51
368,3069,2021-03-25 08:46:56
369,2782,2021-03-25 10:43:51
370,2770,2021-03-25 10:43:48
371,78,2021-03-25 10:43:56
372,225,2021-03-25 23:18:18
373,105,2021-03-25 10:20:33
374,3070,2021-03-25 08:24:47
375,2752,2021-03-25 08:27:34
376,3071,2021-03-25 10:01:57
377,2067,2020-11-16 15:07:51
378,2905,2020-11-16 15:12:19
379,597,2020-11-16 15:18:49
380,3072,2020-11-16 15:16:30
380,663,2020-11-16 13:09:02
380,1415,2020-11-16 13:09:06
381,335,2020-11-16 13:09:16
382,2784,2020-11-16 13:09:32
383,2752,2020-11-16 08:12:56
384,3073,2020-11-16 08:13:12
385,2777,2020-11-16 08:11:07
386,2777,2020-11-16 08:08:51
387,2776,2020-11-16 08:11:39
388,3030,2020-11-16 11:00:30
389,3074,2020-11-16 11:00:15
390,2228,2020-11-16 19:41:32
391,3075,2020-11-16 19:42:07
392,3076,2020-11-16 19:41:15
393,3077,2020-11-16 19:41:29
394,2282,2020-11-16 19:41:31
395,1252,2020-11-16 19:42:08
396,2745,2020-11-16 19:42:06
397,2819,2020-11-16 19:42:10
398,3078,2020-11-16 07:44:34
399,75,2020-11-16 07:44:32
399,3079,2020-11-16 07:44:35
400,2820,2020-11-16 07:44:36
400,2777,2020-11-16 07:22:55
401,421,2020-11-16 13:25:21
402,3080,2020-11-16 13:25:22
403,3081,2020-11-16 13:25:20
404,3082,2020-11-16 13:21:14
405,52,2020-11-16 14:56:44
405,2912,2020-11-16 14:56:42
406,1608,2020-11-16 14:56:47
407,2750,2020-11-16 14:56:45
408,3083,2020-11-16 14:56:40
408,78,2020-11-16 10:52:35
409,3084,2020-11-16 10:52:06
410,2262,2020-11-16 13:11:31
411,2778,2020-11-16 12:19:48
411,335,2020-11-16 20:11:36
412,3082,2020-11-16 22:15:43
413,441,2020-11-16 14:48:51
414,3085,2020-11-16 22:53:55
415,3086,2020-11-16 07:47:16
416,3087,2020-11-16 13:13:56
416,3088,2020-11-16 16:17:40
416,3086,2020-11-16 16:17:37
416,3089,2020-11-16 16:48:01
417,3087,2020-11-16 23:11:33
417,2765,2020-11-16 23:11:36
417,284,2020-11-16 18:26:03
418,947,2020-11-16 18:26:02
419,2759,2020-11-16 18:25:59
420,171,2020-11-16 18:25:58
421,2873,2020-11-16 18:25:57
421,2095,2020-11-16 17:36:54
422,3090,2020-11-16 17:36:56
423,3091,2020-11-16 17:38:20
423,2742,2020-11-16 17:38:17
424,1633,2020-11-16 17:41:36
424,3092,2020-11-16 17:39:04
